@relation Diamantes

@attribute carat numeric
@attribute cut {Ideal,Premium,Good,Very_Good,Fair}
@attribute color {E,I,J,H,F,G,D}
@attribute clarity {SI2,SI1,VS1,VS2,VVS2,VVS1,I1,IF}
@attribute price {300-699,1000-4999,5000-9999,10000+,700-999}

@data
0.74,Ideal,J,SI1,1000-4999
0.74,Very_Good,J,VS2,1000-4999
0.74,Fair,J,VS1,1000-4999
0.74,Ideal,J,VS1,1000-4999
0.74,Good,H,VS2,1000-4999
0.74,Premium,E,SI2,1000-4999
0.74,Very_Good,J,VS2,1000-4999
0.74,Very_Good,F,SI2,1000-4999
0.74,Premium,F,SI1,1000-4999
0.74,Premium,E,SI1,1000-4999
0.74,Premium,I,SI2,1000-4999
0.74,Premium,I,SI2,1000-4999
0.74,Good,J,SI1,1000-4999
0.74,Fair,G,SI1,1000-4999
0.74,Fair,E,SI1,1000-4999
0.74,Ideal,J,VVS2,1000-4999
0.74,Premium,G,SI2,1000-4999
0.74,Premium,G,SI1,1000-4999
0.74,Very_Good,H,SI2,1000-4999
0.74,Ideal,J,VS1,1000-4999
0.74,Very_Good,J,VS1,1000-4999
0.74,Very_Good,E,SI2,1000-4999
0.74,Good,F,SI2,1000-4999
0.74,Premium,I,VS1,1000-4999
0.74,Fair,H,VS1,1000-4999
0.74,Very_Good,H,SI2,1000-4999
0.74,Premium,H,SI1,1000-4999
0.74,Premium,G,SI2,1000-4999
0.74,Very_Good,H,SI2,1000-4999
0.74,Ideal,I,SI1,1000-4999
0.74,Premium,G,SI2,1000-4999
0.74,Very_Good,F,SI2,1000-4999
0.74,Very_Good,G,SI2,1000-4999
0.74,Very_Good,H,SI2,1000-4999
0.74,Very_Good,J,IF,1000-4999
0.74,Very_Good,G,SI2,1000-4999
0.74,Very_Good,E,SI2,1000-4999
0.74,Ideal,H,SI2,1000-4999
0.74,Premium,D,SI2,1000-4999
0.74,Ideal,F,SI2,1000-4999
0.74,Very_Good,F,SI2,1000-4999
0.74,Premium,H,SI1,1000-4999
0.74,Ideal,G,SI1,1000-4999
0.74,Very_Good,F,SI2,1000-4999
0.74,Good,G,VS2,1000-4999
0.74,Very_Good,I,VS2,1000-4999
0.74,Ideal,H,SI2,1000-4999
0.74,Ideal,I,SI1,1000-4999
0.74,Good,H,VS2,1000-4999
0.74,Premium,F,SI2,1000-4999
0.74,Premium,F,SI2,1000-4999
0.74,Premium,G,SI2,1000-4999
0.74,Very_Good,I,SI1,1000-4999
0.74,Very_Good,I,VS1,1000-4999
0.74,Good,H,SI1,1000-4999
0.74,Good,E,SI1,1000-4999
0.74,Good,H,VS2,1000-4999
0.74,Premium,D,SI1,1000-4999
0.74,Ideal,I,VS2,1000-4999
0.74,Ideal,H,SI1,1000-4999
0.74,Ideal,F,SI1,1000-4999
0.74,Premium,F,SI2,1000-4999
0.74,Very_Good,E,SI2,1000-4999
0.74,Premium,G,SI2,1000-4999
0.74,Premium,G,SI2,1000-4999
0.74,Very_Good,G,SI2,1000-4999
0.74,Ideal,F,SI2,1000-4999
0.74,Premium,F,SI1,1000-4999
0.74,Very_Good,G,SI2,1000-4999
0.74,Ideal,G,SI2,1000-4999
0.74,Very_Good,H,SI1,1000-4999
0.74,Ideal,I,VS1,1000-4999
0.74,Premium,G,SI1,1000-4999
0.74,Premium,E,SI2,1000-4999
0.74,Very_Good,H,VS2,1000-4999
0.74,Premium,F,SI1,1000-4999
0.74,Very_Good,I,VS2,1000-4999
0.74,Ideal,I,VS2,1000-4999
0.74,Very_Good,H,VS2,1000-4999
0.74,Ideal,E,SI2,1000-4999
0.74,Ideal,J,VS1,1000-4999
0.74,Very_Good,G,SI1,1000-4999
0.74,Premium,H,VS2,1000-4999
0.74,Ideal,G,SI2,1000-4999
0.74,Ideal,E,SI1,1000-4999
0.74,Very_Good,I,VS1,1000-4999
0.74,Ideal,H,VS2,1000-4999
0.74,Ideal,E,SI2,1000-4999
0.74,Ideal,E,SI2,1000-4999
0.74,Very_Good,G,SI2,1000-4999
0.74,Premium,E,SI2,1000-4999
0.74,Premium,E,SI2,1000-4999
0.74,Premium,H,VS2,1000-4999
0.74,Premium,H,VS2,1000-4999
0.74,Very_Good,I,VVS2,1000-4999
0.74,Premium,G,SI1,1000-4999
0.74,Premium,H,VS2,1000-4999
0.74,Fair,H,VS2,1000-4999
0.74,Premium,F,SI1,1000-4999
0.74,Premium,G,SI1,1000-4999
0.74,Premium,E,SI2,1000-4999
0.74,Ideal,F,SI2,1000-4999
0.74,Ideal,I,VS1,1000-4999
0.74,Very_Good,D,SI2,1000-4999
0.74,Premium,F,VS2,1000-4999
0.74,Very_Good,E,SI2,1000-4999
0.74,Premium,G,VS1,1000-4999
0.74,Very_Good,F,SI1,1000-4999
0.74,Very_Good,F,SI1,1000-4999
0.74,Ideal,F,SI1,1000-4999
0.74,Ideal,E,SI2,1000-4999
0.74,Premium,E,SI2,1000-4999
0.74,Fair,F,VS2,1000-4999
0.74,Very_Good,I,VVS2,1000-4999
0.74,Ideal,G,VS2,1000-4999
0.74,Ideal,I,VS1,1000-4999
0.74,Premium,E,SI2,1000-4999
0.74,Fair,E,SI2,1000-4999
0.74,Very_Good,E,SI2,1000-4999
0.74,Ideal,E,SI2,1000-4999
0.74,Premium,G,VS2,1000-4999
0.74,Ideal,F,SI2,1000-4999
0.74,Ideal,I,VS1,1000-4999
0.74,Very_Good,E,SI2,1000-4999
0.74,Very_Good,E,VS2,1000-4999
0.74,Premium,F,SI1,1000-4999
0.74,Ideal,G,SI1,1000-4999
0.74,Ideal,F,SI2,1000-4999
0.74,Ideal,D,SI1,1000-4999
0.74,Premium,D,SI1,1000-4999
0.74,Very_Good,I,VVS1,1000-4999
0.74,Premium,F,SI1,1000-4999
0.74,Very_Good,F,SI1,1000-4999
0.74,Good,F,SI2,1000-4999
0.74,Very_Good,G,SI1,1000-4999
0.74,Ideal,I,VS1,1000-4999
0.74,Ideal,G,SI2,1000-4999
0.74,Ideal,D,SI2,1000-4999
0.74,Ideal,D,SI2,1000-4999
0.74,Very_Good,F,SI1,1000-4999
0.74,Ideal,E,SI1,1000-4999
0.74,Ideal,F,SI1,1000-4999
0.74,Very_Good,H,VS1,1000-4999
0.74,Very_Good,D,SI2,1000-4999
0.74,Very_Good,D,SI2,1000-4999
0.74,Very_Good,F,SI1,1000-4999
0.74,Ideal,I,VVS1,1000-4999
0.74,Ideal,G,VS2,1000-4999
0.74,Premium,F,SI1,1000-4999
0.74,Ideal,D,SI1,1000-4999
0.74,Very_Good,E,SI2,1000-4999
0.74,Very_Good,D,SI2,1000-4999
0.74,Premium,F,SI1,1000-4999
0.74,Premium,H,VS1,1000-4999
0.74,Good,D,SI1,1000-4999
0.75,Very_Good,D,SI1,1000-4999
0.75,Premium,E,SI1,1000-4999
0.75,Premium,G,VS2,1000-4999
0.75,Ideal,G,SI1,1000-4999
0.75,Ideal,D,SI2,1000-4999
0.75,Very_Good,D,SI2,1000-4999
0.75,Premium,F,SI1,1000-4999
0.75,Ideal,H,SI1,1000-4999
0.75,Very_Good,H,VVS1,1000-4999
0.75,Very_Good,G,VS2,1000-4999
0.75,Very_Good,F,SI1,1000-4999
0.75,Premium,E,SI1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Premium,E,SI2,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Premium,F,VS2,1000-4999
0.75,Very_Good,F,SI2,1000-4999
0.75,Fair,D,SI2,1000-4999
0.75,Ideal,J,SI1,1000-4999
0.75,Fair,F,VS1,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Ideal,I,SI1,1000-4999
0.75,Very_Good,D,SI1,1000-4999
0.75,Ideal,F,VS2,1000-4999
0.75,Ideal,D,SI1,1000-4999
0.75,Ideal,G,SI1,1000-4999
0.75,Premium,D,SI1,1000-4999
0.75,Ideal,D,SI1,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Good,E,SI1,1000-4999
0.75,Ideal,F,VS2,1000-4999
0.75,Good,D,SI2,1000-4999
0.75,Ideal,G,VS2,1000-4999
0.75,Fair,E,VS2,1000-4999
0.75,Ideal,E,VS2,1000-4999
0.75,Good,F,VS1,1000-4999
0.75,Ideal,D,SI1,1000-4999
0.75,Premium,H,VS1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Ideal,F,SI1,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Ideal,G,VS1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Ideal,G,VS2,1000-4999
0.75,Ideal,H,VVS2,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Very_Good,H,VVS2,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Ideal,H,SI1,1000-4999
0.75,Ideal,H,SI1,1000-4999
0.75,Premium,F,VS2,1000-4999
0.75,Premium,E,VS2,1000-4999
0.75,Good,D,SI1,1000-4999
0.75,Premium,E,SI1,1000-4999
0.75,Premium,D,SI1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Very_Good,D,SI1,1000-4999
0.75,Very_Good,D,SI1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Ideal,G,VS2,1000-4999
0.75,Good,D,SI1,1000-4999
0.75,Ideal,F,VS2,1000-4999
0.75,Good,E,VS2,1000-4999
0.75,Very_Good,D,SI1,1000-4999
0.75,Ideal,E,VS1,1000-4999
0.75,Premium,D,SI1,1000-4999
0.75,Premium,E,VS2,1000-4999
0.75,Ideal,E,VS2,1000-4999
0.75,Very_Good,F,VS1,1000-4999
0.75,Ideal,E,SI2,1000-4999
0.75,Ideal,E,VS2,1000-4999
0.75,Ideal,E,VS2,1000-4999
0.75,Premium,E,VS2,1000-4999
0.75,Ideal,D,SI1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Ideal,G,SI1,1000-4999
0.75,Good,G,VVS1,1000-4999
0.75,Ideal,E,VS2,1000-4999
0.75,Premium,E,VS2,1000-4999
0.75,Ideal,E,VS2,1000-4999
0.75,Very_Good,E,VS2,1000-4999
0.75,Very_Good,F,VS1,1000-4999
0.75,Good,E,VS1,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Ideal,E,VS2,1000-4999
0.75,Very_Good,F,VS1,1000-4999
0.75,Very_Good,F,VS1,1000-4999
0.75,Very_Good,E,VS1,1000-4999
0.75,Ideal,F,SI1,1000-4999
0.75,Ideal,F,SI1,1000-4999
0.75,Very_Good,E,VS2,1000-4999
0.75,Ideal,E,VS1,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Ideal,E,VS2,1000-4999
0.75,Ideal,D,VS2,1000-4999
0.75,Ideal,E,VS1,1000-4999
0.75,Premium,G,VVS2,1000-4999
0.75,Ideal,G,VVS2,1000-4999
0.75,Very_Good,E,VS1,1000-4999
0.75,Very_Good,F,VVS2,1000-4999
0.75,Ideal,E,VS1,1000-4999
0.75,Ideal,D,VS2,1000-4999
0.75,Ideal,F,SI1,1000-4999
0.75,Ideal,D,VS2,1000-4999
0.75,Ideal,D,VS2,1000-4999
0.75,Ideal,D,VS1,1000-4999
0.75,Ideal,F,VVS2,1000-4999
0.75,Ideal,D,SI1,1000-4999
0.75,Very_Good,E,VS2,1000-4999
0.75,Ideal,G,VVS2,1000-4999
0.75,Very_Good,E,VS2,1000-4999
0.75,Premium,F,VVS2,1000-4999
0.75,Ideal,G,VVS2,1000-4999
0.75,Ideal,D,VS1,1000-4999
0.75,Very_Good,E,VVS2,1000-4999
0.75,Ideal,D,VS1,1000-4999
0.75,Very_Good,D,VVS2,1000-4999
0.75,Very_Good,E,VVS1,1000-4999
0.75,Ideal,F,VVS1,5000-9999
0.75,Good,F,I1,1000-4999
0.75,Premium,J,SI2,1000-4999
0.75,Good,G,SI2,1000-4999
0.75,Fair,J,SI1,1000-4999
0.75,Premium,D,SI2,1000-4999
0.75,Very_Good,J,SI1,1000-4999
0.75,Fair,J,VS1,1000-4999
0.75,Premium,F,SI2,1000-4999
0.75,Ideal,J,VS2,1000-4999
0.75,Fair,J,VS2,1000-4999
0.75,Ideal,J,SI2,1000-4999
0.75,Premium,J,SI1,1000-4999
0.75,Very_Good,J,SI1,1000-4999
0.75,Good,J,SI1,1000-4999
0.75,Premium,G,SI1,1000-4999
0.75,Premium,J,VS1,1000-4999
0.75,Ideal,J,VS2,1000-4999
0.75,Ideal,J,VS2,1000-4999
0.75,Premium,I,SI2,1000-4999
0.75,Premium,G,SI2,1000-4999
0.75,Very_Good,J,SI1,1000-4999
0.75,Very_Good,H,SI2,1000-4999
0.75,Fair,F,SI2,1000-4999
0.75,Ideal,J,VS2,1000-4999
0.75,Very_Good,H,SI2,1000-4999
0.75,Very_Good,F,SI2,1000-4999
0.75,Good,G,SI2,1000-4999
0.75,Premium,I,SI1,1000-4999
0.75,Premium,I,SI1,1000-4999
0.75,Ideal,J,VS1,1000-4999
0.75,Ideal,H,SI1,1000-4999
0.75,Very_Good,H,SI2,1000-4999
0.75,Very_Good,I,SI1,1000-4999
0.75,Premium,E,SI2,1000-4999
0.75,Premium,G,SI2,1000-4999
0.75,Very_Good,H,SI2,1000-4999
0.75,Premium,H,SI2,1000-4999
0.75,Ideal,F,SI2,1000-4999
0.75,Premium,G,SI2,1000-4999
0.75,Good,J,SI1,1000-4999
0.75,Premium,G,SI2,1000-4999
0.75,Premium,I,SI1,1000-4999
0.75,Very_Good,F,SI2,1000-4999
0.75,Premium,F,SI2,1000-4999
0.75,Good,E,SI2,1000-4999
0.75,Ideal,E,SI2,1000-4999
0.75,Premium,I,SI1,1000-4999
0.75,Premium,H,SI2,1000-4999
0.75,Very_Good,I,SI1,1000-4999
0.75,Ideal,J,VS1,1000-4999
0.75,Premium,D,SI2,1000-4999
0.75,Premium,H,SI1,1000-4999
0.75,Premium,I,VS2,1000-4999
0.75,Premium,H,SI1,1000-4999
0.75,Premium,D,SI2,1000-4999
0.75,Very_Good,F,SI1,1000-4999
0.75,Premium,E,SI1,1000-4999
0.75,Very_Good,E,SI2,1000-4999
0.75,Fair,F,SI1,1000-4999
0.75,Very_Good,F,SI1,1000-4999
0.75,Premium,E,SI2,1000-4999
0.75,Fair,D,SI1,1000-4999
0.75,Ideal,G,SI2,1000-4999
0.75,Good,I,VVS1,1000-4999
0.75,Very_Good,E,SI2,1000-4999
0.75,Ideal,I,SI1,1000-4999
0.75,Very_Good,I,VS1,1000-4999
0.75,Ideal,F,SI2,1000-4999
0.75,Premium,F,SI2,1000-4999
0.75,Premium,D,SI2,1000-4999
0.75,Premium,G,SI1,1000-4999
0.75,Good,E,SI2,1000-4999
0.75,Ideal,G,SI1,1000-4999
0.75,Ideal,F,SI2,1000-4999
0.75,Very_Good,G,SI1,1000-4999
0.75,Very_Good,F,SI1,1000-4999
0.75,Very_Good,G,VS2,1000-4999
0.75,Ideal,G,SI1,1000-4999
0.75,Premium,H,VS2,1000-4999
0.75,Premium,D,SI1,1000-4999
0.75,Premium,H,VS2,1000-4999
0.75,Good,E,SI2,1000-4999
0.75,Very_Good,F,SI1,1000-4999
0.75,Premium,F,SI2,1000-4999
0.75,Very_Good,H,VS1,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Ideal,H,SI1,1000-4999
0.75,Good,D,SI2,1000-4999
0.75,Very_Good,G,SI1,1000-4999
0.75,Very_Good,D,SI2,1000-4999
0.75,Premium,H,VS2,1000-4999
0.75,Ideal,I,VS1,1000-4999
0.75,Ideal,I,VS1,1000-4999
0.75,Very_Good,F,SI1,1000-4999
0.75,Premium,F,SI1,1000-4999
0.75,Ideal,F,SI2,1000-4999
0.75,Premium,H,VS1,1000-4999
0.75,Good,D,SI1,1000-4999
0.75,Ideal,E,SI2,1000-4999
0.75,Ideal,I,VS1,1000-4999
0.75,Very_Good,G,SI1,1000-4999
0.75,Very_Good,D,SI2,1000-4999
0.75,Ideal,D,SI2,1000-4999
0.75,Premium,G,SI1,1000-4999
0.75,Premium,G,SI1,1000-4999
0.75,Very_Good,G,SI1,1000-4999
0.75,Fair,F,VS2,1000-4999
0.75,Ideal,E,SI1,1000-4999
0.75,Ideal,I,VS1,1000-4999
0.75,Good,E,SI1,1000-4999
0.75,Ideal,I,VS2,1000-4999
0.75,Premium,F,SI1,1000-4999
0.75,Very_Good,F,SI1,1000-4999
0.75,Premium,E,SI1,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Fair,F,SI1,1000-4999
0.75,Good,E,SI2,1000-4999
0.75,Good,E,VS2,1000-4999
0.75,Very_Good,E,SI2,1000-4999
0.75,Ideal,D,SI2,1000-4999
0.75,Very_Good,F,SI1,1000-4999
0.75,Premium,F,SI1,1000-4999
0.75,Ideal,F,SI1,1000-4999
0.75,Very_Good,I,VVS2,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Very_Good,E,SI1,1000-4999
0.75,Ideal,D,SI2,1000-4999
0.76,Ideal,H,SI1,1000-4999
0.76,Very_Good,F,SI1,1000-4999
0.76,Ideal,D,SI2,1000-4999
0.76,Ideal,G,VS2,1000-4999
0.76,Ideal,I,VVS2,1000-4999
0.76,Good,E,SI1,1000-4999
0.76,Premium,E,SI1,1000-4999
0.76,Premium,E,SI1,1000-4999
0.76,Premium,I,VVS1,1000-4999
0.76,Premium,H,VVS2,1000-4999
0.76,Ideal,I,VS2,1000-4999
0.76,Fair,G,VS1,1000-4999
0.76,Premium,E,SI1,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Very_Good,F,SI2,1000-4999
0.76,Very_Good,E,SI2,1000-4999
0.76,Very_Good,H,SI1,1000-4999
0.76,Premium,D,SI1,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Very_Good,F,VS2,1000-4999
0.76,Ideal,E,SI2,1000-4999
0.76,Ideal,F,SI1,1000-4999
0.76,Premium,E,SI1,1000-4999
0.76,Premium,E,SI1,1000-4999
0.76,Premium,G,VS1,1000-4999
0.76,Premium,D,SI1,1000-4999
0.76,Ideal,E,VS1,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Ideal,G,VS2,1000-4999
0.76,Ideal,F,VS2,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Ideal,G,VS1,1000-4999
0.76,Premium,D,VS2,1000-4999
0.76,Ideal,E,SI2,1000-4999
0.76,Ideal,I,IF,1000-4999
0.76,Very_Good,G,VS2,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Ideal,D,SI1,1000-4999
0.76,Ideal,H,VS2,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Ideal,H,VS2,1000-4999
0.76,Ideal,H,SI1,1000-4999
0.76,Ideal,H,SI1,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Good,F,VS1,1000-4999
0.76,Premium,E,VS2,1000-4999
0.76,Ideal,I,VS2,1000-4999
0.76,Ideal,D,SI1,1000-4999
0.76,Ideal,E,VS2,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Premium,E,VS2,1000-4999
0.76,Premium,E,VS2,1000-4999
0.76,Very_Good,E,VS2,1000-4999
0.76,Ideal,G,VS2,1000-4999
0.76,Good,G,VS1,1000-4999
0.76,Very_Good,E,VS2,1000-4999
0.76,Very_Good,G,VS2,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Ideal,G,VS2,1000-4999
0.76,Ideal,E,VS2,1000-4999
0.76,Premium,E,VS2,1000-4999
0.76,Ideal,F,VS2,1000-4999
0.76,Ideal,G,SI1,1000-4999
0.76,Very_Good,F,VS2,1000-4999
0.76,Ideal,D,VS2,1000-4999
0.76,Ideal,E,VS2,1000-4999
0.76,Good,E,VS2,1000-4999
0.76,Ideal,H,VVS2,1000-4999
0.76,Ideal,F,VS2,1000-4999
0.76,Very_Good,E,SI1,1000-4999
0.76,Ideal,D,VS2,1000-4999
0.76,Good,G,IF,1000-4999
0.76,Ideal,D,VS2,1000-4999
0.76,Ideal,D,SI1,1000-4999
0.76,Premium,H,VVS1,1000-4999
0.76,Ideal,D,VS2,1000-4999
0.76,Ideal,D,VS1,1000-4999
0.76,Ideal,H,VVS1,1000-4999
0.76,Very_Good,H,IF,1000-4999
0.76,Ideal,G,VS1,1000-4999
0.76,Ideal,D,VS2,1000-4999
0.76,Very_Good,G,VVS2,1000-4999
0.76,Ideal,D,VS2,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Very_Good,E,VS1,1000-4999
0.76,Ideal,H,VVS1,1000-4999
0.76,Ideal,H,VS1,1000-4999
0.76,Ideal,E,VS2,1000-4999
0.76,Good,D,VS2,1000-4999
0.76,Ideal,D,VS2,1000-4999
0.76,Ideal,F,VS1,1000-4999
0.76,Premium,E,VS2,1000-4999
0.76,Ideal,E,VS2,1000-4999
0.76,Very_Good,E,VS2,1000-4999
0.76,Very_Good,G,VVS2,1000-4999
0.76,Ideal,I,VS2,1000-4999
0.76,Premium,D,VS2,1000-4999
0.76,Ideal,E,SI1,1000-4999
0.76,Very_Good,F,VVS2,1000-4999
0.76,Ideal,H,VVS1,1000-4999
0.76,Ideal,F,VS2,1000-4999
0.76,Ideal,G,VS1,1000-4999
0.76,Ideal,E,VS1,1000-4999
0.76,Very_Good,G,VVS2,1000-4999
0.76,Ideal,G,VVS1,1000-4999
0.76,Ideal,F,VS1,1000-4999
0.76,Ideal,F,VVS2,1000-4999
0.76,Ideal,D,SI1,1000-4999
0.76,Premium,E,VVS2,1000-4999
0.76,Ideal,F,VS1,1000-4999
0.76,Very_Good,E,VVS2,1000-4999
0.76,Ideal,E,VS2,1000-4999
0.76,Premium,D,VS1,1000-4999
0.76,Ideal,G,VVS2,1000-4999
0.76,Ideal,H,VS2,1000-4999
0.76,Good,D,VS1,1000-4999
0.76,Ideal,E,VS2,1000-4999
0.76,Ideal,D,VVS2,1000-4999
0.76,Premium,F,IF,1000-4999
0.76,Ideal,D,VVS2,1000-4999
0.76,Premium,F,IF,1000-4999
0.76,Ideal,D,VS1,1000-4999
0.76,Ideal,D,VS1,1000-4999
0.76,Ideal,D,VS1,1000-4999
0.76,Ideal,E,VVS1,1000-4999
0.76,Very_Good,F,VVS1,1000-4999
0.76,Very_Good,F,VVS1,1000-4999
0.76,Ideal,F,IF,1000-4999
0.76,Very_Good,E,IF,1000-4999
0.76,Ideal,E,VVS1,5000-9999
0.76,Fair,H,I1,1000-4999
0.76,Premium,G,I1,1000-4999
0.76,Premium,G,SI2,1000-4999
0.76,Good,J,SI1,1000-4999
0.76,Ideal,J,SI2,1000-4999
0.76,Ideal,J,SI1,1000-4999
0.76,Ideal,J,SI1,1000-4999
0.76,Premium,J,SI1,1000-4999
0.76,Good,I,SI1,1000-4999
0.76,Premium,H,SI1,1000-4999
0.76,Very_Good,J,VS2,1000-4999
0.76,Premium,G,SI2,1000-4999
0.76,Premium,H,SI2,1000-4999
0.76,Very_Good,D,SI2,1000-4999
0.76,Good,J,VS1,1000-4999
0.76,Good,I,SI1,1000-4999
0.76,Ideal,J,VS2,1000-4999
0.76,Ideal,J,VS2,1000-4999
0.76,Very_Good,J,VS1,1000-4999
0.76,Premium,J,VS2,1000-4999
0.76,Very_Good,I,SI1,1000-4999
0.76,Ideal,G,SI2,1000-4999
0.76,Premium,J,VS1,1000-4999
0.76,Ideal,J,VVS2,1000-4999
0.76,Premium,I,VS2,1000-4999
0.76,Fair,H,SI1,1000-4999
0.76,Very_Good,J,VS2,1000-4999
0.76,Premium,H,SI1,1000-4999
0.76,Ideal,F,SI2,1000-4999
0.76,Premium,J,VS1,1000-4999
0.76,Premium,F,SI2,1000-4999
0.76,Ideal,H,SI2,1000-4999
0.76,Premium,E,SI2,1000-4999
0.76,Ideal,J,VS1,1000-4999
0.76,Very_Good,I,SI1,1000-4999
0.76,Good,I,SI1,1000-4999
0.76,Fair,H,SI1,1000-4999
0.76,Premium,E,SI2,1000-4999
0.76,Ideal,H,SI1,1000-4999
0.76,Very_Good,F,SI2,1000-4999
0.76,Very_Good,I,SI1,1000-4999
0.76,Ideal,I,SI1,1000-4999
0.76,Premium,G,SI2,1000-4999
0.76,Ideal,H,SI1,1000-4999
0.76,Ideal,G,SI2,1000-4999
0.76,Very_Good,H,SI1,1000-4999
0.76,Ideal,I,SI1,1000-4999
0.76,Premium,E,SI2,1000-4999
0.76,Ideal,I,SI1,1000-4999
0.76,Ideal,F,SI2,1000-4999
0.76,Ideal,H,SI2,1000-4999
0.76,Very_Good,H,SI2,1000-4999
0.76,Very_Good,G,SI2,1000-4999
0.76,Good,G,SI1,1000-4999
0.76,Premium,F,SI2,1000-4999
0.76,Premium,H,SI1,1000-4999
0.76,Premium,F,SI1,1000-4999
0.76,Good,G,SI1,1000-4999
0.76,Premium,E,SI2,1000-4999
0.76,Ideal,G,SI2,1000-4999
0.76,Ideal,F,SI2,1000-4999
0.76,Premium,F,SI2,1000-4999
0.76,Very_Good,F,SI2,1000-4999
0.76,Ideal,I,SI1,1000-4999
0.76,Ideal,G,SI2,1000-4999
0.76,Premium,F,SI2,1000-4999
0.76,Premium,F,SI2,1000-4999
0.76,Premium,F,SI2,1000-4999
0.76,Very_Good,H,VS2,1000-4999
0.76,Fair,D,SI2,1000-4999
0.76,Very_Good,I,VS1,1000-4999
0.76,Very_Good,E,SI2,1000-4999
0.76,Very_Good,F,SI1,1000-4999
0.76,Very_Good,I,VS2,1000-4999
0.76,Ideal,I,VS2,1000-4999
0.76,Ideal,G,SI2,1000-4999
0.76,Very_Good,H,SI1,1000-4999
0.76,Ideal,H,SI1,1000-4999
0.76,Very_Good,G,SI1,1000-4999
0.76,Premium,E,SI2,1000-4999
0.76,Ideal,H,SI1,1000-4999
0.76,Very_Good,H,SI1,1000-4999
0.76,Very_Good,H,SI1,1000-4999
0.76,Very_Good,H,VS2,1000-4999
0.76,Very_Good,I,VS1,1000-4999
0.76,Ideal,F,SI1,1000-4999
0.76,Premium,F,SI1,1000-4999
0.76,Ideal,F,SI1,1000-4999
0.76,Very_Good,E,SI1,1000-4999
0.76,Premium,H,VS2,1000-4999
0.76,Ideal,F,SI2,1000-4999
0.76,Premium,F,SI1,1000-4999
0.76,Premium,F,SI1,1000-4999
0.76,Premium,E,SI1,1000-4999
0.76,Very_Good,G,SI1,1000-4999
0.76,Very_Good,H,SI1,1000-4999
0.76,Very_Good,E,SI1,1000-4999
0.76,Ideal,H,VS2,1000-4999
0.76,Ideal,I,VS1,1000-4999
0.76,Ideal,E,SI2,1000-4999
0.76,Ideal,E,SI2,1000-4999
0.76,Ideal,E,SI2,1000-4999
0.76,Good,E,SI2,1000-4999
0.76,Ideal,F,SI1,1000-4999
0.76,Ideal,D,SI2,1000-4999
0.76,Premium,E,SI2,1000-4999
0.76,Ideal,H,VVS2,1000-4999
0.76,Ideal,H,VS2,1000-4999
0.76,Ideal,F,SI2,1000-4999
0.76,Fair,H,VVS2,1000-4999
0.76,Ideal,D,SI2,1000-4999
0.76,Good,F,SI1,1000-4999
0.76,Premium,D,SI2,1000-4999
0.76,Premium,F,SI1,1000-4999
0.76,Ideal,F,SI1,1000-4999
0.76,Ideal,F,SI1,1000-4999
0.76,Ideal,F,VS2,1000-4999
0.76,Very_Good,G,VS2,1000-4999
0.76,Premium,G,VS2,1000-4999
0.76,Premium,I,VS1,1000-4999
0.76,Ideal,I,VVS1,1000-4999
0.77,Ideal,H,VS2,1000-4999
0.77,Very_Good,H,VS1,1000-4999
0.77,Premium,G,VS2,1000-4999
0.77,Ideal,H,SI1,1000-4999
0.77,Good,G,VS1,1000-4999
0.77,Good,F,SI1,1000-4999
0.77,Premium,H,VS1,1000-4999
0.77,Ideal,I,VS1,1000-4999
